time_ms,phase,target_mmps,speedA_mmps,speedB_mmps,pwmA,pwmB
64931,1,109.9,118.8,59.4,58,52
64981,1,111.4,118.8,89.1,50,55
65031,1,112.9,74.3,89.1,53,65
65081,1,114.4,89.1,133.7,45,63
65131,1,115.8,74.3,133.7,63,49
65181,1,117.3,59.4,118.8,69,53
65231,1,118.8,118.8,74.3,59,62
65281,1,120.3,104.0,104.0,62,59
65331,1,121.8,104.0,89.1,64,63
65381,1,123.3,104.0,104.0,66,61
65431,1,124.7,133.7,118.8,62,57
65481,1,126.2,118.8,104.0,67,59
65531,1,127.7,118.8,118.8,67,58
65581,1,129.2,118.8,104.0,60,71
65631,1,130.7,118.8,133.7,56,70
65681,1,132.2,104.0,163.4,63,60
65731,1,133.7,89.1,148.5,67,64
65781,1,135.1,118.8,118.8,60,73
65831,1,136.6,133.7,148.5,56,69
65881,1,138.1,104.0,148.5,74,59
65931,1,139.6,118.8,133.7,75,60
65981,1,141.1,133.7,104.0,71,69
66031,1,142.6,148.5,118.8,69,67
66081,1,144.1,133.7,148.5,72,62
66131,1,145.5,163.4,133.7,64,68
66181,1,147.0,148.5,133.7,68,67
66231,2,148.5,118.8,133.7,75,69
66281,2,148.5,133.7,133.7,75,68
66331,2,148.5,118.8,148.5,80,65
66381,2,148.5,133.7,133.7,76,70
66431,2,148.5,133.7,133.7,79,70
66481,2,148.5,133.7,148.5,78,68
66531,2,148.5,148.5,148.5,75,68
66581,2,148.5,148.5,148.5,76,67
66631,2,148.5,133.7,133.7,80,71
66681,2,148.5,148.5,148.5,76,69
66731,2,148.5,163.4,163.4,71,66
66781,2,148.5,133.7,133.7,78,73
66831,2,148.5,148.5,148.5,74,71
66881,2,148.5,148.5,148.5,75,70
66931,2,148.5,148.5,148.5,75,70
66981,2,148.5,148.5,148.5,73,71
67031,2,148.5,163.4,148.5,71,70
67081,2,148.5,148.5,163.4,73,67
67131,2,148.5,148.5,148.5,74,69
67181,2,148.5,148.5,148.5,74,69
67231,2,148.5,148.5,148.5,74,69
67281,2,148.5,148.5,163.4,74,66
67331,2,148.5,148.5,148.5,73,69
67381,2,148.5,148.5,133.7,73,73
67431,2,148.5,133.7,148.5,78,69
67481,2,148.5,148.5,148.5,75,69
67531,2,148.5,163.4,133.7,72,72
67581,2,148.5,133.7,133.7,78,74
67631,2,148.5,148.5,133.7,74,75
67681,2,148.5,148.5,133.7,75,75
67731,2,148.5,148.5,148.5,75,72
67781,2,148.5,148.5,133.7,72,79
67831,2,148.5,133.7,148.5,80,72
67881,2,148.5,148.5,163.4,75,69
67931,2,148.5,163.4,148.5,71,73
67981,2,148.5,133.7,163.4,79,68
68031,2,148.5,133.7,163.4,79,68
68081,2,148.5,74.3,148.5,96,70
68131,2,148.5,-772.3,133.7,200,72
68181,2,148.5,846.5,133.7,-92,70
68231,2,148.5,59.4,118.8,60,85
68281,2,148.5,356.4,133.7,-20,77
68331,2,148.5,-14.9,133.7,74,82
68381,2,148.5,-4366.2,148.5,200,76
68431,2,148.5,1366.3,148.5,-200,74
68481,2,148.5,-104.0,118.8,30,97
68531,2,148.5,118.8,163.4,0,75
68581,2,148.5,-14.9,193.1,31,70
68631,2,148.5,0.0,148.5,39,76
68681,2,148.5,0.0,163.4,47,73
68731,2,148.5,14.9,148.5,53,74
68781,2,148.5,59.4,148.5,52,71
68831,2,148.5,89.1,163.4,51,65
68881,2,148.5,104.0,148.5,51,67
68931,2,148.5,118.8,163.4,50,63
68981,2,148.5,118.8,163.4,51,63
69031,2,148.5,118.8,163.4,50,64
69081,2,148.5,104.0,163.4,55,65
69131,2,148.5,104.0,163.4,57,64
69181,2,148.5,118.8,178.2,56,59
69231,2,148.5,118.8,148.5,58,65
69281,2,148.5,133.7,148.5,56,65
69331,2,148.5,118.8,163.4,60,62
69381,2,148.5,118.8,163.4,61,61
69431,2,148.5,148.5,148.5,56,63
69481,2,148.5,133.7,148.5,59,64
69531,2,148.5,133.7,163.4,60,60
69581,2,148.5,133.7,148.5,62,62
69631,2,148.5,133.7,148.5,61,64
69681,2,148.5,133.7,148.5,62,63
69731,2,148.5,133.7,148.5,63,63
69781,2,148.5,148.5,148.5,61,62
69831,2,148.5,133.7,133.7,65,66
69881,2,148.5,133.7,163.4,65,60
69931,2,148.5,148.5,148.5,62,63
69981,2,148.5,148.5,148.5,63,62
70031,2,148.5,148.5,148.5,61,63
70081,2,148.5,133.7,148.5,65,63
70131,2,148.5,163.4,163.4,59,58
70181,2,148.5,148.5,148.5,62,62
70231,3,148.5,148.5,148.5,63,60
70281,3,150.0,148.5,163.4,63,58
70331,3,151.5,148.5,163.4,64,57
70381,3,153.0,148.5,163.4,64,57
70431,3,154.5,148.5,148.5,65,61
70481,3,155.9,148.5,163.4,65,58
70531,3,157.4,163.4,163.4,63,57
70581,3,158.9,148.5,163.4,66,57
70631,3,160.4,163.4,163.4,64,58
70681,3,161.9,163.4,163.4,63,58
70731,3,163.4,163.4,163.4,64,58
70781,3,164.8,148.5,148.5,68,62
70831,3,166.3,148.5,148.5,69,64
70881,3,167.8,148.5,163.4,71,61
70931,3,169.3,163.4,148.5,69,65
70981,3,170.8,148.5,148.5,73,67
71031,3,172.3,163.4,148.5,70,69
71081,3,173.8,163.4,163.4,72,66
71131,3,175.2,163.4,163.4,73,67
71181,3,176.7,163.4,163.4,74,68
71231,3,178.2,163.4,163.4,75,70
71281,3,179.7,178.2,163.4,72,71
71331,3,181.2,163.4,178.2,76,68
71381,3,182.7,178.2,163.4,74,72
71431,3,184.2,163.4,178.2,78,70
71481,3,185.6,178.2,178.2,76,71
71531,3,187.1,178.2,178.2,78,71
71581,3,188.6,163.4,178.2,82,72
71631,3,190.1,178.2,178.2,81,72
71681,3,191.6,178.2,178.2,81,74
71731,3,193.1,178.2,193.1,82,71
71781,3,194.6,178.2,178.2,85,74
71831,3,196.0,178.2,193.1,84,73
71881,3,197.5,193.1,178.2,81,78
71931,3,199.0,178.2,178.2,88,77
71981,3,200.5,163.4,207.9,92,72
72031,3,202.0,193.1,178.2,87,79
72081,3,203.5,207.9,193.1,84,77
72131,3,204.9,193.1,193.1,89,77
72181,3,206.4,193.1,193.1,90,78
72231,3,207.9,207.9,193.1,86,80
72281,3,209.4,193.1,207.9,91,77
72331,3,210.9,207.9,193.1,87,83
72381,3,212.4,207.9,207.9,88,80
72431,3,213.9,193.1,193.1,92,85
72481,3,215.3,222.8,207.9,86,82
72531,3,216.8,207.9,207.9,91,82
72581,3,218.3,207.9,207.9,91,84
72631,3,219.8,222.8,207.9,90,83
72681,3,221.3,222.8,193.1,91,87
72731,4,222.8,207.9,207.9,91,89
72781,4,222.8,222.8,222.8,90,84
72831,4,222.8,237.6,237.6,86,81
72881,4,222.8,222.8,237.6,90,79
72931,4,222.8,222.8,222.8,89,83
72981,4,222.8,222.8,207.9,89,87
73031,4,222.8,207.9,207.9,94,86
73081,4,222.8,207.9,207.9,94,88
73131,4,222.8,222.8,222.8,91,85
73181,4,222.8,222.8,207.9,91,89
73231,4,222.8,222.8,222.8,90,86
73281,4,222.8,207.9,222.8,94,87
73331,4,222.8,222.8,207.9,93,88
73381,4,222.8,222.8,222.8,91,88
73431,4,222.8,207.9,207.9,95,90
73481,4,222.8,222.8,222.8,95,85
73531,4,222.8,237.6,207.9,89,91
73581,4,222.8,207.9,222.8,96,88
73631,4,222.8,207.9,222.8,97,88
73681,4,222.8,237.6,207.9,90,91
73731,4,222.8,207.9,237.6,96,85
73781,4,222.8,237.6,222.8,90,87
73831,4,222.8,237.6,207.9,90,91
73881,4,222.8,207.9,222.8,95,89
73931,4,222.8,222.8,237.6,94,84
73981,4,222.8,237.6,222.8,89,87
74031,4,222.8,222.8,237.6,93,83
74081,4,222.8,207.9,207.9,96,90
74131,4,222.8,222.8,237.6,94,83
74181,4,222.8,237.6,222.8,91,85
74231,4,222.8,222.8,222.8,93,86
74281,4,222.8,222.8,222.8,93,86
74331,4,222.8,237.6,222.8,90,85
74381,4,222.8,237.6,222.8,88,86
74431,4,222.8,222.8,237.6,91,83
74481,4,222.8,207.9,207.9,95,89
74531,4,222.8,237.6,222.8,90,85
74581,4,222.8,222.8,237.6,91,82
74631,4,222.8,237.6,222.8,88,85
74681,4,222.8,222.8,237.6,91,81
74731,4,222.8,237.6,237.6,87,80
74781,4,222.8,222.8,222.8,90,83
74831,4,222.8,222.8,207.9,90,87
74881,4,222.8,222.8,207.9,90,88
74931,4,222.8,207.9,222.8,94,85
74981,4,222.8,237.6,207.9,88,87
75031,4,222.8,222.8,222.8,91,85
75081,4,222.8,207.9,222.8,94,86
75131,4,222.8,237.6,207.9,88,89
75181,4,222.8,207.9,237.6,94,83
75231,4,222.8,222.8,207.9,91,90
75281,4,222.8,237.6,222.8,88,86
75331,4,222.8,207.9,222.8,95,85
75381,4,222.8,222.8,222.8,92,86
75431,4,222.8,222.8,222.8,91,86
75481,4,222.8,222.8,207.9,92,89
75531,4,222.8,222.8,222.8,93,86
75581,4,222.8,237.6,222.8,89,85
75631,4,222.8,222.8,193.1,91,94
75681,4,222.8,222.8,222.8,90,89
75731,4,222.8,222.8,237.6,91,85
75781,4,222.8,222.8,237.6,91,83
75831,4,222.8,222.8,222.8,91,87
75881,4,222.8,222.8,222.8,91,86
75931,4,222.8,207.9,207.9,96,89
75981,4,222.8,222.8,237.6,92,83
76031,4,222.8,207.9,222.8,96,86
76081,4,222.8,222.8,207.9,91,91
76131,4,222.8,222.8,222.8,92,87
76181,4,222.8,222.8,222.8,93,87
76231,4,222.8,207.9,222.8,96,87
76281,4,222.8,222.8,222.8,94,87
76331,4,222.8,222.8,207.9,93,92
76381,4,222.8,207.9,222.8,97,89
76431,4,222.8,222.8,222.8,95,87
76481,4,222.8,222.8,222.8,94,88
76531,4,222.8,237.6,237.6,92,83
76581,4,222.8,237.6,237.6,91,82
76631,4,222.8,207.9,207.9,96,91
76681,4,222.8,207.9,207.9,97,91
76731,5,222.8,222.8,193.1,95,95
76781,5,221.3,222.8,222.8,94,89
76831,5,219.8,222.8,207.9,91,95
76881,5,218.3,207.9,222.8,95,91
76931,5,216.8,222.8,222.8,92,90
76981,5,215.3,222.8,222.8,92,88
77031,5,213.9,207.9,207.9,94,92
77081,5,212.4,222.8,222.8,91,87
77131,5,210.9,222.8,207.9,91,89
77181,5,209.4,207.9,207.9,92,91
77231,5,207.9,222.8,207.9,88,91
77281,5,206.4,207.9,222.8,91,86
77331,5,204.9,207.9,207.9,91,88
77381,5,203.5,207.9,207.9,90,88
77431,5,202.0,207.9,207.9,88,89
77481,5,200.5,222.8,222.8,83,85
77531,5,199.0,207.9,207.9,87,85
77581,5,197.5,207.9,207.9,87,83
77631,5,196.0,207.9,207.9,86,83
77681,5,194.6,193.1,193.1,88,86
77731,5,193.1,207.9,207.9,84,81
77781,5,191.6,178.2,193.1,91,84
77831,5,190.1,193.1,193.1,87,84
77881,5,188.6,193.1,193.1,86,84
77931,5,187.1,178.2,207.9,91,78
77981,5,185.6,193.1,193.1,87,80
78031,5,184.2,193.1,178.2,87,83
78081,5,182.7,178.2,178.2,89,83
78131,5,181.2,193.1,193.1,83,82
78181,5,179.7,178.2,193.1,87,79
78231,5,178.2,178.2,178.2,88,81
78281,5,176.7,193.1,178.2,82,82
78331,5,175.2,178.2,178.2,86,80
78381,5,173.8,178.2,178.2,85,80
78431,5,172.3,207.9,193.1,76,76
78481,5,170.8,193.1,193.1,79,74
78531,5,169.3,178.2,193.1,80,73
78581,5,167.8,193.1,193.1,76,71
78631,5,166.3,163.4,163.4,82,77
78681,5,164.8,163.4,163.4,81,77
78731,5,163.4,178.2,163.4,78,76
78781,5,161.9,178.2,163.4,76,76
78831,5,160.4,163.4,163.4,79,75
78881,5,158.9,163.4,148.5,79,78
78931,5,157.4,178.2,163.4,73,76
78981,5,155.9,163.4,178.2,76,71
79031,5,154.5,163.4,163.4,75,73
79081,5,153.0,163.4,148.5,74,76
79131,5,151.5,163.4,163.4,73,73
79181,5,150.0,148.5,163.4,77,70
79231,6,148.5,163.4,163.4,72,69
79281,6,147.0,163.4,133.7,71,76
79331,6,145.5,148.5,163.4,74,68
79381,6,144.1,163.4,148.5,70,71
79431,6,142.6,148.5,148.5,73,70
79481,6,141.1,148.5,148.5,71,70
79531,6,139.6,148.5,148.5,71,68
79581,6,138.1,133.7,148.5,74,68
79631,6,136.6,148.5,133.7,71,69
79681,6,135.1,148.5,148.5,68,67
79731,6,133.7,148.5,148.5,67,66
79781,6,132.2,133.7,133.7,70,68
79831,6,130.7,148.5,133.7,66,67
79881,6,129.2,148.5,148.5,65,63
79931,6,127.7,148.5,133.7,63,65
79981,6,126.2,133.7,133.7,66,65
80031,6,124.7,133.7,148.5,64,61
80081,6,123.3,148.5,133.7,61,62
80131,6,121.8,133.7,133.7,62,61
80181,6,120.3,118.8,118.8,65,64
80231,6,118.8,118.8,133.7,65,60
80281,6,117.3,118.8,133.7,62,61
80331,6,115.8,118.8,133.7,64,57
80381,6,114.4,118.8,118.8,63,60
80431,6,112.9,118.8,118.8,63,60
80481,6,111.4,104.0,133.7,66,55
80531,6,109.9,118.8,118.8,62,57
80581,6,108.4,118.8,118.8,60,57
80631,6,106.9,118.8,104.0,61,59
80681,6,105.4,104.0,118.8,64,54
80731,6,104.0,118.8,118.8,59,54
80781,6,102.5,118.8,89.1,57,61
80831,6,101.0,104.0,118.8,60,53
80881,6,99.5,104.0,104.0,60,56
80931,6,98.0,104.0,104.0,59,55
80981,6,96.5,118.8,104.0,54,55
81031,6,95.0,104.0,104.0,57,53
81081,6,93.6,89.1,104.0,60,53
81131,6,92.1,104.0,104.0,57,51
81181,6,90.6,104.0,118.8,61,41
81231,6,89.1,118.8,104.0,53,46
81281,6,87.6,104.0,118.8,52,43
81331,6,86.1,104.0,104.0,52,44
81381,6,84.7,104.0,104.0,50,44
81431,6,83.2,118.8,104.0,46,41
81481,6,81.7,104.0,104.0,46,41
81531,6,80.2,104.0,104.0,43,40
81581,6,78.7,104.0,104.0,43,37
81631,6,77.2,89.1,104.0,44,37
81681,6,75.7,104.0,89.1,40,38
81731,6,74.3,89.1,74.3,42,41
81781,6,72.8,89.1,89.1,41,36
81831,6,71.3,89.1,89.1,40,35
81881,6,69.8,74.3,74.3,41,39
81931,6,68.3,89.1,59.4,37,41
81981,6,66.8,74.3,89.1,39,34
82031,6,65.3,89.1,89.1,35,32
82081,6,63.9,74.3,59.4,38,37
82131,6,62.4,74.3,74.3,36,34
82181,6,60.9,74.3,74.3,35,33
82231,6,59.4,74.3,74.3,35,31
82281,6,57.9,74.3,59.4,33,34
82331,6,56.4,74.3,59.4,32,34
82381,6,54.9,59.4,74.3,34,30
82431,6,53.5,59.4,59.4,34,32
82481,6,52.0,74.3,59.4,29,31
82531,6,50.5,59.4,74.3,32,26
82581,6,49.0,59.4,59.4,31,28
82631,6,47.5,59.4,44.6,30,31
82681,6,46.0,44.6,59.4,33,27
82731,6,44.6,59.4,59.4,29,26
82781,6,43.1,59.4,44.6,27,29
82831,6,41.6,44.6,44.6,30,28
82881,6,40.1,44.6,59.4,30,24
82931,6,38.6,59.4,44.6,25,26
82981,6,37.1,44.6,44.6,28,25
83031,6,35.6,44.6,44.6,27,25
83081,6,34.2,44.6,29.7,26,27
83131,6,32.7,44.6,44.6,25,23
83181,6,31.2,44.6,44.6,24,23
83231,6,29.7,29.7,29.7,27,24
83281,6,28.2,29.7,29.7,26,25
83331,6,26.7,29.7,29.7,26,24
83381,6,25.2,44.6,44.6,21,20
83431,6,23.8,29.7,14.9,24,26
83481,6,22.3,14.9,29.7,26,23
83531,6,20.8,29.7,29.7,22,23
83581,6,19.3,29.7,14.9,21,26
83631,6,17.8,29.7,44.6,20,20
83681,6,16.3,29.7,29.7,20,20
83731,6,14.9,0.0,29.7,26,20
83781,6,13.4,0.0,29.7,28,20
83831,6,11.9,0.0,14.9,28,20
83881,6,10.4,0.0,29.7,27,20
83931,6,8.9,0.0,29.7,26,20
83981,6,7.4,0.0,29.7,23,20
84031,6,5.9,0.0,29.7,20,20
84081,6,4.5,0.0,29.7,20,20
84131,6,3.0,0.0,44.6,26,20
84181,6,1.5,0.0,14.9,25,20
84231,0,0.0,0.0,0.0,25,20
84281,0,0.0,0.0,0.0,25,20
84331,0,0.0,0.0,0.0,25,20
84381,0,0.0,0.0,0.0,26,20
84431,0,0.0,0.0,14.9,25,20
84481,0,0.0,0.0,29.7,28,20
84531,0,0.0,0.0,29.7,27,20
84581,0,0.0,0.0,14.9,27,20
84631,0,0.0,0.0,29.7,26,0
84681,0,0.0,0.0,0.0,27,20
84731,0,0.0,0.0,0.0,33,-20
84781,0,0.0,0.0,0.0,26,20
84831,0,0.0,0.0,0.0,27,20
84881,0,0.0,0.0,0.0,27,20
84931,0,0.0,0.0,0.0,27,20
84981,0,0.0,0.0,0.0,27,20
85031,0,0.0,0.0,0.0,26,20
85081,0,0.0,0.0,0.0,28,20
85131,0,0.0,0.0,0.0,27,20
85181,0,0.0,0.0,0.0,27,20
85231,0,0.0,0.0,0.0,27,20
85281,0,0.0,0.0,0.0,27,20
85331,0,0.0,0.0,0.0,27,20
85381,0,0.0,0.0,0.0,27,20
85431,0,0.0,0.0,0.0,27,20
85481,0,0.0,0.0,0.0,27,20
85531,0,0.0,0.0,0.0,27,20
85581,0,0.0,0.0,0.0,27,20
85631,0,0.0,0.0,0.0,27,20
85681,0,0.0,0.0,0.0,27,20
85731,0,0.0,0.0,0.0,27,20
85781,0,0.0,0.0,0.0,27,20
85831,0,0.0,0.0,0.0,27,20
85881,0,0.0,0.0,0.0,27,20
85931,0,0.0,0.0,0.0,27,20
85981,0,0.0,0.0,0.0,27,20
86031,0,0.0,0.0,0.0,27,20
86081,0,0.0,0.0,0.0,27,20
86131,0,0.0,0.0,0.0,27,20
86181,0,0.0,0.0,0.0,27,20
86231,0,0.0,0.0,0.0,27,20
86281,0,0.0,0.0,0.0,27,20
86331,0,0.0,0.0,0.0,27,20
86381,0,0.0,0.0,0.0,27,20
86431,0,0.0,0.0,0.0,27,20
86481,0,0.0,0.0,0.0,27,20
86531,0,0.0,0.0,0.0,27,20
86581,0,0.0,0.0,0.0,27,20
86631,0,0.0,0.0,0.0,27,20
86681,0,0.0,0.0,0.0,27,20
86731,0,0.0,0.0,0.0,28,20
86781,0,0.0,0.0,0.0,27,20
86831,0,0.0,0.0,0.0,28,20
86881,0,0.0,0.0,0.0,28,20
86931,0,0.0,0.0,0.0,28,20
86981,0,0.0,0.0,0.0,28,20
87031,0,0.0,0.0,0.0,28,20
87081,0,0.0,0.0,0.0,28,20
87131,0,0.0,0.0,0.0,28,20
87181,0,0.0,0.0,0.0,28,20
87231,0,0.0,0.0,0.0,28,20
87281,0,0.0,0.0,0.0,28,20
87331,0,0.0,0.0,0.0,28,20
87381,0,0.0,0.0,0.0,28,20
87431,0,0.0,0.0,0.0,28,20
87481,0,0.0,0.0,0.0,28,20
87531,0,0.0,0.0,0.0,28,20
87581,0,0.0,0.0,0.0,28,20
87631,0,0.0,0.0,0.0,28,20
87681,0,0.0,0.0,0.0,28,20
87731,0,0.0,0.0,0.0,28,20
87781,0,0.0,0.0,0.0,28,20
87831,0,0.0,0.0,0.0,28,20
87881,0,0.0,0.0,0.0,28,20
87931,0,0.0,0.0,0.0,28,20
87981,0,0.0,0.0,0.0,28,20
88031,0,0.0,0.0,0.0,28,20
88081,0,0.0,0.0,0.0,28,20
88131,0,0.0,0.0,0.0,28,20
88181,0,0.0,0.0,0.0,28,20
88231,1,0.0,0.0,0.0,28,20
88281,1,1.5,0.0,0.0,28,20
88331,1,3.0,0.0,0.0,29,20
88381,1,4.5,0.0,0.0,29,20
88431,1,5.9,0.0,0.0,30,20
88481,1,7.4,0.0,0.0,31,20
88531,1,8.9,0.0,0.0,32,20
88581,1,10.4,0.0,0.0,33,20
88631,1,11.9,0.0,0.0,34,20
88681,1,13.4,0.0,0.0,35,20
88731,1,14.9,0.0,0.0,36,20
88781,1,16.3,0.0,0.0,37,20
88831,1,17.8,0.0,0.0,38,20
88881,1,19.3,0.0,0.0,39,20
88931,1,20.8,0.0,0.0,41,20
88981,1,22.3,0.0,0.0,42,20
89031,1,23.8,0.0,0.0,44,20
89081,1,25.2,0.0,0.0,46,21
89131,1,26.7,14.9,0.0,44,23
89181,1,28.2,74.3,0.0,34,20
89231,1,29.7,59.4,0.0,35,23
89281,1,31.2,59.4,0.0,34,24
89331,1,32.7,59.4,0.0,34,25
89381,1,34.2,59.4,0.0,33,27
89431,1,35.6,59.4,0.0,33,29
89481,1,37.1,59.4,0.0,33,30
89531,1,38.6,74.3,0.0,28,32
89581,1,40.1,59.4,0.0,30,35
89631,1,41.6,59.4,0.0,30,37
89681,1,43.1,44.6,0.0,33,40
89731,1,44.6,44.6,0.0,34,42
89781,1,46.0,44.6,14.9,35,40
89831,1,47.5,59.4,0.0,33,45
89881,1,49.0,74.3,14.9,29,44
89931,1,50.5,59.4,89.1,27,32
89981,1,52.0,74.3,89.1,24,30
90031,1,53.5,59.4,74.3,27,32
90081,1,54.9,44.6,59.4,30,35
90131,1,56.4,59.4,74.3,28,31
90181,1,57.9,44.6,59.4,31,35
90231,1,59.4,59.4,74.3,28,32
90281,1,60.9,44.6,74.3,31,33
90331,1,62.4,59.4,74.3,30,31
90381,1,63.9,59.4,74.3,31,30
90431,1,65.3,74.3,74.3,28,30
90481,1,66.8,59.4,44.6,33,36
90531,1,68.3,74.3,59.4,28,35
90581,1,69.8,74.3,74.3,28,32
90631,1,71.3,59.4,74.3,32,33
90681,1,72.8,59.4,59.4,33,37
90731,1,74.3,59.4,74.3,34,35
90781,1,75.7,74.3,74.3,32,34
90831,1,77.2,74.3,74.3,33,34
90881,1,78.7,74.3,89.1,34,31
90931,1,80.2,74.3,59.4,34,38
90981,1,81.7,59.4,74.3,37,37
91031,1,83.2,74.3,74.3,36,37
91081,1,84.7,89.1,89.1,32,35
91131,1,86.1,74.3,74.3,36,40
91181,1,87.6,59.4,89.1,41,36
91231,1,89.1,89.1,89.1,36,36
91281,1,90.6,74.3,74.3,41,39
91331,1,92.1,104.0,74.3,34,41
91381,1,93.6,89.1,104.0,37,35
91431,1,95.0,74.3,89.1,41,39
91481,1,96.5,104.0,89.1,36,39
91531,1,98.0,74.3,104.0,43,37
91581,1,99.5,89.1,89.1,41,40
91631,1,101.0,104.0,89.1,38,42
91681,1,102.5,104.0,118.8,39,34
91731,1,104.0,104.0,89.1,39,41
91781,1,105.4,89.1,89.1,43,43
91831,1,106.9,89.1,104.0,44,41
91881,1,108.4,89.1,104.0,45,41
91931,1,109.9,118.8,104.0,41,40
91981,1,111.4,104.0,104.0,43,42
92031,1,112.9,104.0,104.0,44,42
92081,1,114.4,104.0,89.1,44,48
92131,1,115.8,89.1,118.8,48,43
92181,1,117.3,104.0,118.8,49,41
92231,1,118.8,133.7,118.8,42,41
92281,1,120.3,104.0,89.1,49,50
92331,1,121.8,118.8,104.0,46,48
92381,1,123.3,104.0,133.7,49,43
92431,1,124.7,118.8,118.8,48,45
92481,1,126.2,118.8,118.8,50,45
92531,1,127.7,133.7,89.1,47,53
92581,1,129.2,118.8,118.8,49,50
92631,1,130.7,118.8,133.7,50,47
92681,1,132.2,118.8,133.7,52,47
92731,1,133.7,133.7,118.8,51,49
92781,1,135.1,133.7,118.8,50,51
92831,1,136.6,148.5,133.7,47,48
92881,1,138.1,118.8,133.7,53,50
92931,1,139.6,133.7,104.0,52,57
92981,1,141.1,133.7,133.7,52,52
93031,1,142.6,148.5,133.7,49,53
93081,1,144.1,133.7,133.7,53,54
93131,1,145.5,133.7,133.7,54,55
93181,1,147.0,133.7,133.7,55,56
93231,2,148.5,148.5,148.5,52,53
93281,2,148.5,148.5,148.5,52,53
93331,2,148.5,133.7,148.5,56,53
93381,2,148.5,148.5,148.5,53,53
93431,2,148.5,118.8,133.7,59,58
93481,2,148.5,133.7,148.5,57,55
93531,2,148.5,133.7,148.5,57,56
93581,2,148.5,133.7,163.4,58,52
93631,2,148.5,133.7,148.5,60,54
93681,2,148.5,148.5,148.5,57,54
93731,2,148.5,148.5,148.5,57,54
93781,2,148.5,133.7,148.5,60,55
93831,2,148.5,133.7,148.5,60,55
93881,2,148.5,133.7,163.4,60,52
93931,2,148.5,148.5,163.4,54,55
93981,2,148.5,118.8,148.5,59,60
94031,2,148.5,118.8,178.2,63,50
94081,2,148.5,133.7,163.4,64,50
94131,2,148.5,133.7,148.5,67,51
94181,2,148.5,163.4,133.7,61,53
94231,2,148.5,163.4,133.7,60,54
94281,2,148.5,163.4,133.7,59,55
94331,2,148.5,163.4,148.5,57,53
94381,2,148.5,163.4,163.4,56,50
94431,2,148.5,163.4,163.4,53,51
94481,2,148.5,133.7,148.5,62,52
94531,2,148.5,133.7,148.5,63,52
94581,2,148.5,133.7,148.5,64,52
94631,2,148.5,148.5,148.5,62,51
94681,2,148.5,148.5,133.7,61,56
94731,2,148.5,148.5,163.4,57,52
94781,2,148.5,148.5,163.4,62,47
94831,2,148.5,148.5,133.7,61,55
94881,2,148.5,148.5,148.5,61,51
94931,2,148.5,148.5,148.5,60,52
94981,2,148.5,148.5,148.5,62,51
95031,2,148.5,133.7,133.7,66,54
95081,2,148.5,163.4,133.7,59,55
95131,2,148.5,133.7,133.7,65,57
95181,2,148.5,148.5,148.5,63,52
95231,2,148.5,163.4,148.5,60,52
95281,2,148.5,163.4,133.7,58,57
95331,2,148.5,163.4,163.4,59,48
95381,2,148.5,148.5,148.5,62,52
95431,2,148.5,163.4,133.7,58,56
95481,2,148.5,163.4,148.5,54,56
95531,2,148.5,133.7,163.4,63,49
95581,2,148.5,163.4,148.5,58,51
95631,2,148.5,133.7,118.8,64,59
95681,2,148.5,133.7,133.7,63,58
95731,2,148.5,148.5,148.5,61,55
95781,2,148.5,148.5,148.5,61,55
95831,2,148.5,148.5,148.5,60,56
95881,2,148.5,133.7,163.4,63,53
95931,2,148.5,163.4,163.4,58,51
95981,2,148.5,148.5,148.5,60,54
96031,2,148.5,163.4,148.5,55,55
96081,2,148.5,133.7,163.4,61,52
96131,2,148.5,148.5,148.5,59,54
96181,2,148.5,133.7,148.5,62,55
96231,2,148.5,163.4,163.4,58,49
96281,2,148.5,148.5,148.5,61,52
96331,2,148.5,148.5,133.7,61,56
96381,2,148.5,163.4,148.5,57,52
96431,2,148.5,148.5,148.5,60,52
96481,2,148.5,163.4,133.7,58,55
96531,2,148.5,163.4,133.7,57,56
96581,2,148.5,163.4,148.5,55,53
96631,2,148.5,148.5,148.5,58,54
96681,2,148.5,148.5,133.7,59,56
96731,2,148.5,178.2,148.5,51,54
96781,2,148.5,148.5,148.5,56,55
96831,2,148.5,163.4,148.5,52,55
96881,2,148.5,148.5,148.5,56,54
96931,2,148.5,148.5,133.7,55,59
96981,2,148.5,148.5,163.4,55,53
97031,2,148.5,148.5,148.5,56,54
97081,2,148.5,163.4,133.7,53,57
97131,2,148.5,133.7,148.5,58,56
97181,2,148.5,148.5,163.4,56,51
97231,3,148.5,148.5,133.7,55,59
97281,3,150.0,148.5,148.5,56,55
97331,3,151.5,148.5,148.5,56,56
97381,3,153.0,148.5,148.5,58,56
97431,3,154.5,148.5,148.5,58,57
97481,3,155.9,163.4,163.4,55,53
97531,3,157.4,148.5,148.5,58,58
97581,3,158.9,163.4,163.4,56,55
97631,3,160.4,148.5,148.5,60,58
97681,3,161.9,163.4,163.4,58,55
97731,3,163.4,163.4,148.5,58,59
97781,3,164.8,163.4,163.4,58,57
97831,3,166.3,163.4,163.4,59,57
97881,3,167.8,163.4,148.5,58,62
97931,3,169.3,148.5,163.4,64,59
97981,3,170.8,178.2,163.4,58,59
98031,3,172.3,163.4,163.4,61,61
98081,3,173.8,163.4,163.4,62,62
